[23, 23, 23, 23, 22, 23, 20, 23, 23, 23, 23, 23, 23, 23, 23, 23, 20, 23, 22, 23, 20, 23, 22, 23]
[23, 23, 23, 23, 22, 23, 20, 23, 23, 23, 23, 23, 22, 23, 23, 23, 20, 23, 22, 23, 20, 23, 22, 23]
[23, 23, 23, 23, 22, 23, 20, 23, 22, 23, 23, 23, 22, 23, 23, 23, 20, 23, 22, 23, 20, 23, 22, 23]
[23, 23, 23, 23, 22, 23, 20, 23, 22, 23, 23, 23, 22, 23, 22, 23, 20, 23, 22, 23, 20, 23, 22, 23]
[23, 23, 23, 23, 22, 23, 20, 23, 22, 23, 22, 23, 22, 23, 23, 23, 20, 23, 22, 23, 20, 23, 22, 23]
[23, 23, 19, 23, 19, 23, 13, 23, 19, 23, 19, 23, 19, 23, 19, 23, 13, 23, 19, 23, 13, 23, 19, 23]
[23, 23, 23, 23, 22, 23, 20, 23, 22, 23, 22, 23, 22, 23, 22, 23, 20, 23, 22, 23, 20, 23, 22, 23]
[23, 23, 23, 23, 19, 23, 13, 23, 19, 23, 23, 23, 19, 23, 23, 23, 13, 23, 19, 23, 13, 23, 23, 23]
[23, 23, 23, 23, 22, 23, 20, 23, 23, 23, 23, 23, 22, 23, 22, 23, 20, 23, 22, 23, 20, 23, 22, 23]
[23, 23, 23, 23, 22, 23, 20, 23, 23, 23, 22, 23, 22, 23, 23, 23, 20, 23, 22, 23, 20, 23, 22, 23]
[23, 23, 22, 23, 22, 23, 20, 23, 22, 23, 22, 23, 22, 23, 22, 23, 20, 23, 22, 23, 20, 23, 23, 23]
[23, 23, 23, 23, 22, 23, 20, 23, 23, 23, 22, 23, 22, 23, 22, 23, 20, 23, 22, 23, 20, 23, 22, 23]
[23, 23, 23, 23, 22, 23, 20, 23, 22, 23, 22, 23, 22, 23, 22, 23, 20, 23, 22, 23, 20, 23, 23, 23]
[23, 23, 23, 23, 23, 23, 20, 23, 22, 23, 23, 23, 22, 23, 23, 23, 20, 23, 22, 23, 20, 23, 23, 23]
[23, 23, 22, 23, 23, 23, 20, 23, 22, 23, 22, 23, 22, 23, 22, 23, 20, 23, 22, 23, 20, 23, 23, 23]
[23, 23, 23, 23, 23, 23, 13, 23, 19, 23, 19, 23, 19, 23, 19, 23, 13, 23, 19, 23, 13, 23, 23, 23]
[23, 23, 23, 23, 19, 23, 13, 23, 19, 23, 13, 23, 19, 23, 23, 23, 13, 23, 19, 23, 13, 23, 19, 23]
[23, 23, 23, 23, 22, 23, 20, 23, 22, 23, 23, 23, 22, 23, 20, 23, 20, 23, 22, 23, 20, 23, 22, 23]
